"array_element_name","is_control","locus","description"
"255884_at","no","AT1G20310","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 16 plant structures; EXPRESSED DURING: 9 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G76070.1); Has 46 Blast hits to 46 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 46; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"255885_at","no","AT1G20330","sterol methyltransferase 2"
"255886_at","no","AT1G20340","Cupredoxin superfamily protein"
"255887_at","no","AT1G20370","Pseudouridine synthase family protein"
"255888_at","no","AT1G20300","Pentatricopeptide repeat (PPR) superfamily protein"
"255889_at","no","AT1G17840","white-brown complex homolog protein 11"
"255890_at","no","AT1G17850","Rhodanese/Cell cycle control phosphatase superfamily protein"
"255891_at","no","AT1G17870","ethylene-dependent gravitropism-deficient and yellow-green-like 3"
"255892_at","no","AT1G17910","Wall-associated kinase family protein"
"255893_at","no","AT1G17960","Threonyl-tRNA synthetase"
"255894_at","no","AT1G17980","poly(A) polymerase 1"
"255895_at","no","AT1G18020;AT1G17990","[AT1G18020, FMN-linked oxidoreductases superfamily protein];[AT1G17990, FMN-linked oxidoreductases superfamily protein]"
"255896_at","no","AT1G17800","early nodulin-like protein 22"
"255898_at","no","AT1G17930","Aminotransferase-like, plant mobile domain family protein"
"255899_at","no","AT1G17970","RING/U-box superfamily protein"
"255900_at","no","AT1G17830","Protein of unknown function (DUF789)"
"255901_at","no","AT1G17890","NAD(P)-binding Rossmann-fold superfamily protein"
"255902_at","no","AT1G17880","basic transcription factor 3"
"255903_at","no","AT1G17950","myb domain protein 52"
"255904_at","no","AT1G17860","Kunitz family trypsin and protease inhibitor protein"
"255905_at","no","AT1G17810","beta-tonoplast intrinsic protein"
"255906_at","no","AT1G17790","DNA-binding bromodomain-containing protein"
"255907_at","no","AT1G17920","homeodomain GLABROUS 12"
"255908_s_at","no","AT1G18010;AT1G18000","[AT1G18010, Major facilitator superfamily protein];[AT1G18000, Major facilitator superfamily protein]"
"255909_at","no","AT1G18040","cyclin-dependent kinase D1;3"
"255910_at","no","AT1G18030","Protein phosphatase 2C family protein"
"255911_at","no","AT1G66930","Protein kinase superfamily protein"
"255912_at","no","AT1G66960","Terpenoid cyclases family protein"
"255913_at","no","AT1G66980","suppressor of npr1-1 constitutive 4"
"255914_at","no","AT1G20290","SWI-SNF-related chromatin binding protein"
"255915_at","no","AT5G28620","protein kinase C-related"
"255916_at","no","AT5G28550","BEST Arabidopsis thaliana protein match is: homolog of separase (TAIR:AT4G22970.2); Has 25 Blast hits to 25 proteins in 6 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 25; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"255917_at","no","AT5G28560","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: vacuole; Has 0 Blast hits to 0 proteins in 0 species (source: NCBI BLink)."
"255918_at","no","AT5G28570","transposable element gene"
"255920_at","no","AT5G28590","DNA-binding family protein"
"255921_at","no","AT1G22240","pumilio 8"
"255922_at","no","AT1G22210","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"255923_at","no","AT1G22180","Sec14p-like phosphatidylinositol transfer family protein"
"255924_at","no","AT1G22170","Phosphoglycerate mutase family protein"
"255925_at","no","AT1G22200","Endoplasmic reticulum vesicle transporter protein"
"255926_at","no","AT1G22190","Integrase-type DNA-binding superfamily protein"
"255927_at","no","AT1G12630","Integrase-type DNA-binding superfamily protein"
"255928_at","no","AT1G12640","MBOAT (membrane bound O-acyl transferase) family protein"
"255929_at","no","AT1G12650","unknown protein; CONTAINS InterPro DOMAIN/s: Protein of unknown function DUF947 (InterPro:IPR009292); Has 700 Blast hits to 631 proteins in 192 species: Archae - 0; Bacteria - 32; Metazoa - 138; Fungi - 168; Plants - 60; Viruses - 0; Other Eukaryotes - 302 (source: NCBI BLink)."
"255931_at","no","AT1G12710","phloem protein 2-A12"
"255932_at","no","AT1G12720","transposable element gene"
"255933_at","no","AT1G12750","RHOMBOID-like protein 6"
"255934_at","no","AT1G12740","cytochrome P450, family 87, subfamily A, polypeptide 2"
"255935_at","no","AT1G12700","ATP binding;nucleic acid binding;helicases"
"255936_at","no","AT1G12680","phosphoenolpyruvate carboxylase-related kinase 2"
"255937_at","no","AT1G12610","Integrase-type DNA-binding superfamily protein"
"255938_at","no","AT1G12620","Pentatricopeptide repeat (PPR) superfamily protein"
"255939_at","no","AT1G12730","GPI transamidase subunit PIG-U"
"255940_at","no","AT1G20380","Prolyl oligopeptidase family protein"
"255941_at","no","AT1G20350","translocase inner membrane subunit 17-1"
"255942_at","no","AT1G22360","UDP-glucosyl transferase 85A2"
"255943_at","no","AT1G22370","UDP-glucosyl transferase 85A5"
"255944_at","no","AT5G28600","transposable element gene"
"255945_at","no","AT5G28610","BEST Arabidopsis thaliana protein match is: glycine-rich protein (TAIR:AT5G28630.1); Has 1536 Blast hits to 1202 proteins in 136 species: Archae - 0; Bacteria - 8; Metazoa - 888; Fungi - 120; Plants - 71; Viruses - 39; Other Eukaryotes - 410 (source: NCBI BLink)."
"255946_at","no","AT1G22020","serine hydroxymethyltransferase 6"
"255947_at","no","AT1G22040","Galactose oxidase/kelch repeat superfamily protein"
"255948_at","no","AT1G22060","LOCATED IN: vacuole; EXPRESSED IN: 23 plant structures; EXPRESSED DURING: 13 growth stages; BEST Arabidopsis thaliana protein match is: FBD, F-box and Leucine Rich Repeat domains containing protein (TAIR:AT1G22000.1); Has 84739 Blast hits to 38714 proteins in 2257 species: Archae - 1436; Bacteria - 11314; Metazoa - 40747; Fungi - 7706; Plants - 4675; Viruses - 308; Other Eukaryotes - 18553 (source: NCBI BLink)."
"255949_at","no","AT1G22080","Cysteine proteinases superfamily protein"
"255950_at","no","AT1G22110","structural constituent of ribosome"
"255951_at","no","AT1G22050","membrane-anchored ubiquitin-fold protein 6 precursor"
"255952_at","no","AT1G22130","AGAMOUS-like 104"
"255953_at","no","AT1G22070","TGA1A-related gene 3"
"255954_at","no","AT1G22090","Protein of unknown function (DUF626)"
"255955_at","no","AT1G22030","CONTAINS InterPro DOMAIN/s: Protein BYPASS related (InterPro:IPR008511); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G77855.1); Has 99 Blast hits to 99 proteins in 17 species: Archae - 0; Bacteria - 0; Metazoa - 3; Fungi - 0; Plants - 96; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"255956_at","no","AT1G22015","Galactosyltransferase family protein"
"255957_at","no","AT1G22160","Protein of unknown function (DUF581)"
"255958_at","no","AT1G22150","sulfate transporter 1;3"
"255959_at","no","AT1G21980","phosphatidylinositol-4-phosphate 5-kinase 1"
"255960_at","no","AT1G22140","unknown protein; Has 40 Blast hits to 40 proteins in 14 species: Archae - 0; Bacteria - 0; Metazoa - 9; Fungi - 0; Plants - 28; Viruses - 0; Other Eukaryotes - 3 (source: NCBI BLink)."
"255961_at","no","AT1G22340","UDP-glucosyl transferase 85A7"
"255962_at","no","AT1G22330","RNA-binding (RRM/RBD/RNP motifs) family protein"
"255963_at","no","AT1G22310","methyl-CPG-binding domain 8"
"255964_at","no","AT1G22275","Myosin heavy chain-related protein"
"255965_at","no","AT1G22290","14-3-3 family protein"
"255966_at","no","AT1G22300","general regulatory factor 10"
"255967_at","no","AT1G22280","phytochrome-associated protein phosphatase type 2C"
"255968_at","no","AT1G22270","Trm112p-like protein"
"255969_at","no","AT1G22330","RNA-binding (RRM/RBD/RNP motifs) family protein"
"255970_s_at","no","AT3G31540;AT3G43000","[AT3G31540, transposable element gene];[AT3G43000, transposable element gene]"
"255971_at","no","AT3G29510","transposable element gene"
"255972_at","no","AT5G25615;AT3G29510","[AT5G25615, transposable element gene];[AT3G29510, transposable element gene]"
"255973_at","no","AT3G32400","Actin-binding FH2/DRF autoregulatory protein"
"255974_at","no","AT3G31023","transposable element gene"
"255976_at","no","AT1G22010","unknown protein; Has 12 Blast hits to 12 proteins in 2 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 12; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"255977_at","no","AT1G34030","Ribosomal protein S13/S18 family"
"255978_at","no","AT1G34010","unknown protein; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G22790.2); Has 74 Blast hits to 74 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 74; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"255979_at","no","AT1G33980","Smg-4/UPF3 family protein"
"255980_at","no","AT1G33970","P-loop containing nucleoside triphosphate hydrolases superfamily protein"
"255981_at","no","AT1G34020","Nucleotide-sugar transporter family protein"
"255982_at","no","AT1G34000","one-helix protein 2"
"255983_at","no","AT1G33990","methyl esterase 14"
"255984_at","no","AT1G34120","inositol polyphosphate 5-phosphatase I"
"255985_at","no","AT1G34150","Pseudouridine synthase family protein"
"255986_x_at","no","AT5G35010","transposable element gene"
"255990_at","no","AT1G29870","tRNA synthetase class II (G, H, P and S) family protein"
"255991_at","no","AT1G29820","Magnesium transporter CorA-like family protein"
"255992_at","no","AT1G29790","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein"
"255993_at","no","AT1G29770","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"255994_at","no","AT1G29760","Putative adipose-regulatory protein (Seipin)"
"255995_at","no","AT1G29750","receptor-like kinase in flowers 1"
"255996_s_at","no","AT1G29740;AT1G29730","[AT1G29740, Leucine-rich repeat transmembrane protein kinase];[AT1G29730, Leucine-rich repeat transmembrane protein kinase]"
"255997_s_at","no","AT1G29910;AT1G29920;AT1G29930","[AT1G29910, chlorophyll A/B binding protein 3];[AT1G29920, chlorophyll A/B-binding protein 2];[AT1G29930, chlorophyll A/B binding protein 1]"
"255998_at","no","AT1G29780","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein"
"255999_at","no","AT1G29860","WRKY DNA-binding protein 71"
"256000_at","no","AT1G29880","glycyl-tRNA synthetase / glycine--tRNA ligase"
"256001_at","no","AT1G29850","double-stranded DNA-binding family protein"
"256002_at","no","AT1G29900","carbamoyl phosphate synthetase B"
"256003_at","no","AT3G31430","unknown protein; FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: endomembrane system; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G18636.1); Has 295 Blast hits to 291 proteins in 12 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 295; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"256004_at","no","AT3G31460","transposable element gene"
"256005_at","no","AT1G34080","transposable element gene"
"256006_at","no","AT1G34070","CONTAINS InterPro DOMAIN/s: Retrotransposon gag protein (InterPro:IPR005162); BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT5G48050.1); Has 648 Blast hits to 647 proteins in 29 species: Archae - 0; Bacteria - 0; Metazoa - 16; Fungi - 25; Plants - 607; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"256007_at","no","AT1G34065","S-adenosylmethionine carrier 2"
"256008_s_at","no","AT1G34040;AT1G34060","[AT1G34040, Pyridoxal phosphate (PLP)-dependent transferases superfamily protein];[AT1G34060, Pyridoxal phosphate (PLP)-dependent transferases superfamily protein]"
"256009_at","no","AT1G19210","Integrase-type DNA-binding superfamily protein"
"256010_at","no","AT1G19220","auxin response factor 19"
"256011_at","no","AT1G19230","Riboflavin synthase-like superfamily protein"
"256012_at","no","AT1G19250","flavin-dependent monooxygenase 1"
"256013_at","no","AT1G19270","DA1"
"256014_at","no","AT1G19200","Protein of unknown function (DUF581)"
"256015_at","no","AT1G19150","photosystem I light harvesting complex gene 6"
"256016_at","no","AT1G19240","unknown protein; Has 24 Blast hits to 24 proteins in 11 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 24; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"256017_at","no","AT1G19180","jasmonate-zim-domain protein 1"
"256018_at","no","AT1G58300","heme oxygenase 4"
"256020_at","no","AT1G58290","Glutamyl-tRNA reductase family protein"
"256021_at","no","AT1G58270","TRAF-like family protein"
"256022_at","no","AT1G58360","amino acid permease 1"
"256023_at","no","AT1G58330","transcription factor-related"
"256024_at","no","AT1G58340","MATE efflux family protein"
"256025_at","no","AT1G58370","glycosyl hydrolase family 10 protein / carbohydrate-binding domain-containing protein"
"256026_at","no","AT1G34170","AUXIN RESPONSE FACTOR 13"
"256027_at","no","AT1G34160","Tetratricopeptide repeat (TPR)-like superfamily protein"
"256028_at","no","AT1G34140","poly(A) binding protein 1"
"256029_at","no","AT1G34130","staurosporin and temperature sensitive 3-like b"
"256030_at","no","AT1G34110","Leucine-rich receptor-like protein kinase family protein"
"256031_at","no","AT1G34100","choline kinase, putative, similar to choline kinase (GmCK2p) GI:1438881 from (Glycine max); contains Pfam profile PF01633: Choline/ethanolamine kinase; could not find a suitable start codon; this may be a pseudogene, a transposon insertion is found immediately upstream."
"256032_at","no","AT1G34090","transposable element gene"
"256033_at","no","AT1G07250","UDP-glucosyl transferase 71C4"
"256034_at","no","AT1G07080","Thioredoxin superfamily protein"
"256035_at","no","AT1G07140","Pleckstrin homology (PH) domain superfamily protein"
"256036_at","no","AT1G07110","fructose-2,6-bisphosphatase"
"256037_at","no","AT1G19160","F-box family protein"
"256038_at","no","AT1G19170","Pectin lyase-like superfamily protein"
"256039_at","no","AT1G19190","alpha/beta-Hydrolases superfamily protein"
"256040_at","no","AT1G07270","Cell division control, Cdc6"
"256041_at","no","AT1G07230","non-specific phospholipase C1"
"256042_at","no","AT1G07220","Arabidopsis thaliana protein of unknown function (DUF821)"
"256043_at","no","AT1G07210","Ribosomal protein S18"
"256044_at","no","AT1G07160","Protein phosphatase 2C family protein"
"256045_at","no","AT1G07150","mitogen-activated protein kinase kinase kinase 13"
"256047_at","no","AT1G07060","unknown protein; Has 30 Blast hits to 30 proteins in 10 species: Archae - 0; Bacteria - 0; Metazoa - 0; Fungi - 0; Plants - 30; Viruses - 0; Other Eukaryotes - 0 (source: NCBI BLink)."
"256048_at","no","AT1G07025","Mitochondrial substrate carrier family protein"
"256049_at","no","AT1G07010","Calcineurin-like metallo-phosphoesterase superfamily protein"
"256050_at","no","AT1G07000","exocyst subunit exo70 family protein B2"
"256051_at","no","AT1G06970","cation/hydrogen exchanger 14"
"256052_at","no","AT1G06960","RNA-binding (RRM/RBD/RNP motifs) family protein"
"256053_at","no","AT1G07260","UDP-glucosyl transferase 71C3"
"256054_at","no","AT1G07120","FUNCTIONS IN: molecular_function unknown; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast envelope; EXPRESSED IN: inflorescence meristem, petal, leaf whorl, flower; EXPRESSED DURING: 4 anthesis, petal differentiation and expansion stage; BEST Arabidopsis thaliana protein match is: Tetratricopeptide repeat (TPR)-like superfamily protein (TAIR:AT4G18570.1); Has 288 Blast hits to 260 proteins in 50 species: Archae - 0; Bacteria - 8; Metazoa - 27; Fungi - 15; Plants - 163; Viruses - 0; Other Eukaryotes - 75 (source: NCBI BLink)."
"256055_at","no","AT1G07030","Mitochondrial substrate carrier family protein"
"256056_at","no","AT1G07190","BEST Arabidopsis thaliana protein match is: lon protease 1 (TAIR:AT5G26860.1); Has 106 Blast hits to 106 proteins in 47 species: Archae - 0; Bacteria - 34; Metazoa - 0; Fungi - 11; Plants - 56; Viruses - 0; Other Eukaryotes - 5 (source: NCBI BLink)."
"256057_at","no","AT1G07180","alternative  NAD(P)H dehydrogenase 1"
"256058_at","no","AT1G07240","UDP-glucosyl transferase 71C5"
"256059_at","no","AT1G06990","GDSL-like Lipase/Acylhydrolase superfamily protein"
"256060_at","no","AT1G07050","CCT motif family protein"
"256061_at","no","AT1G07040","unknown protein; INVOLVED IN: biological_process unknown; LOCATED IN: chloroplast; EXPRESSED IN: 24 plant structures; EXPRESSED DURING: 14 growth stages; BEST Arabidopsis thaliana protein match is: unknown protein (TAIR:AT1G27030.1); Has 540 Blast hits to 538 proteins in 187 species: Archae - 0; Bacteria - 333; Metazoa - 0; Fungi - 0; Plants - 67; Viruses - 0; Other Eukaryotes - 140 (source: NCBI BLink)."
